Taxa.name,genus,species,Mobility.apparatus,size,Colonial,Filament,centric,Gelatinous,aerotopes,Class,Order,MFG.fromtraits
Eudorina elegans single,Eudorina,elegans single,0,small,1,0,0,NA,NA,Chlorophyceae,Volvocales,11c-OtherCol
Euglena acus,Euglena,acus,1,large,0,0,0,1,0,Euglenophyceae,Euglenales,1c-LargeEugl
Euglena gaumei,Euglena,gaumei,1,large,0,0,0,1,0,Euglenophyceae,Euglenales,1c-LargeEugl
Euglena korsikovii,Euglena,korsikovii,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Euglena oxyuris,Euglena,oxyuris,1,large,0,0,0,1,0,Euglenophyceae,Euglenales,1c-LargeEugl
Euglena proxima,Euglena,proxima,1,large,0,0,0,1,0,Euglenophyceae,Euglenales,1c-LargeEugl
Euglena rubra,Euglena,rubra,1,large,0,0,0,NA,NA,Euglenophyceae,Euglenales,1c-LargeEugl
Euglena,Euglena,,1,large,0,0,0,1,0,Euglenophyceae,Euglenales,1c-LargeEugl
Euglena tripteris,Euglena,tripteris,1,large,0,0,0,1,0,Euglenophyceae,Euglenales,1c-LargeEugl
Euglena viridis,Euglena,viridis,1,large,0,0,0,1,0,Euglenophyceae,Euglenales,1c-LargeEugl
Eunotia arcus,Eunotia,arcus,1,small,1,0,0,1,0,Bacillariophyceae,Eunotiales,7b-SmallPenn
Eunotia bilunaris,Eunotia,bilunaris,1,large,1,0,0,1,0,Bacillariophyceae,Eunotiales,6b1-LColPenn
Eunotia exigua,Eunotia,exigua,1,small,1,0,0,1,0,Bacillariophyceae,Eunotiales,7b-SmallPenn
Eunotia minor,Eunotia,minor,1,large,1,0,0,1,0,Bacillariophyceae,Eunotiales,6b1-LColPenn
Eunotia naegelii,Eunotia,naegelii,1,large,1,0,0,1,0,Bacillariophyceae,Eunotiales,6b1-LColPenn
Eunotia praerupta,Eunotia,praerupta,1,small,1,0,0,1,0,Bacillariophyceae,Eunotiales,7b-SmallPenn
Eunotia serra tetraodon,Eunotia,serra tetraodon,1,large,1,0,0,1,0,Bacillariophyceae,Eunotiales,6b1-LColPenn
Eunotia,Eunotia,,1,large,1,0,0,1,0,Bacillariophyceae,Eunotiales,6b1-LColPenn
Eutetramorus fottii,Eutetramorus,fottii,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Eutetramorus globosus,Eutetramorus,globosus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Eutetramorus nygaardii,Eutetramorus,nygaardii,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Eutetramorus,Eutetramorus,,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Fotterella tetrachlorella,Fotterella,tetrachlorella,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Fragilaria arcus,Fragilaria,arcus,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria berolinensis,Fragilaria,berolinensis,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria brevistriata,Fragilaria,brevistriata,0,small,1,0,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria capucina,Fragilaria,capucina,0,small,1,0,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria capucina radians,Fragilaria,capucina radians,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria capucina vaucheriae,Fragilaria,capucina vaucheriae,0,small,1,0,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria construens,Fragilaria,construens,0,small,1,1,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria construens binodis,Fragilaria,construens binodis,0,small,1,1,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria construens venter,Fragilaria,construens venter,0,small,1,1,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria crotonensis,Fragilaria,crotonensis,0,large,1,1,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria cyclopum,Fragilaria,cyclopum,0,small,1,0,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria dilatata,Fragilaria,dilatata,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria lanceolata,Fragilaria,lanceolata,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria longifusiformis,Fragilaria,longifusiformis,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria nanana,Fragilaria,nanana,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria parasitica,Fragilaria,parasitica,0,small,1,1,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria perminuta,Fragilaria,perminuta,0,small,0,0,0,0,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria pinnata,Fragilaria,pinnata,0,small,1,1,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria planctonica,Fragilaria,planctonica,0,small,1,0,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria radians,Fragilaria,radians,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria rumpens,Fragilaria,rumpens,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria,Fragilaria,,0,small,1,0,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria tenera,Fragilaria,tenera,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria tenera lemanensis,Fragilaria,tenera lemanensis,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria ulna,Fragilaria,ulna,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Fragilaria ulna acus,Fragilaria,ulna acus,0,small,0,0,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Fragilaria ulna angustissima,Fragilaria,ulna angustissima,0,large,0,0,0,1,0,Fragilariophyceae,Fragilariales,6b2-LUniPenn
Fragilaria virescens,Fragilaria,virescens,0,small,1,0,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Franceia amphitricha,Franceia,amphitricha,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Franceia ovalis,Franceia,ovalis,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Frustulia rhomboides,Frustulia,rhomboides,1,large,1,0,0,1,0,Bacillariophyceae,Naviculales,6b1-LColPenn
Frustulia,Frustulia,,1,large,1,0,0,1,0,Bacillariophyceae,Naviculales,6b1-LColPenn
Geissleria acceptata,Geissleria,acceptata,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Geissleria decussis,Geissleria,decussis,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Geitlerinema acutissimum,Geitlerinema,acutissimum,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Geitlerinema amphibium,Geitlerinema,amphibium,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Geminella interrupta,Geminella,interrupta,0,large,1,1,0,0,0,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Geminella subtilissima,Geminella,subtilissima,0,large,1,1,0,NA,NA,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Glenodinium,Glenodinium,,1,small,0,0,0,1,0,Dinophyceae,Peridiniales,2b-SmallDino
Gloeocapsa granosa,Gloeocapsa,granosa,0,small,1,0,0,1,1,Cyanophyceae,Chroococcales,5d-SmallChroo
Gloeocapsopsis,Gloeocapsopsis,,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Gloeocystis,Gloeocystis,,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Gloeocystis vesiculosa,Gloeocystis,vesiculosa,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Gloeotila spiralis,Gloeotila,spiralis,0,small,1,1,0,0,0,Chlorophyceae,Volvocales,10a-FilaChlorp
Golenkinia radiata,Golenkinia,radiata,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Golenkinia viridis,Golenkinia,viridis,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Golenkiniopsis chlorelloides,Golenkiniopsis,chlorelloides,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Golenkiniopsis longispina,Golenkiniopsis,longispina,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Golenkiniopsis parvula,Golenkiniopsis,parvula,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Golenkiniopsis solitaria,Golenkiniopsis,solitaria,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Golenkiniopsis,Golenkiniopsis,,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Gomphonema acuminatum,Gomphonema,acuminatum,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Gomphonema angustatum,Gomphonema,angustatum,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Gomphonema augur,Gomphonema,augur,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Gomphonema carolinense,Gomphonema,carolinense,1,large,0,0,0,1,0,Bacillariophyceae,Cymbellales,6b2-LUniPenn
Gomphonema clavatum,Gomphonema,clavatum,1,large,0,0,0,1,0,Bacillariophyceae,Cymbellales,6b2-LUniPenn
Gomphonema constrictum,Gomphonema,constrictum,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Gomphonema intricatum pumila,Gomphonema,intricatum pumila,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Gomphonema lanceolatum,Gomphonema,lanceolatum,1,large,0,0,0,1,0,Bacillariophyceae,Cymbellales,6b2-LUniPenn
Gomphonema minutum,Gomphonema,minutum,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Gomphonema olivaceum,Gomphonema,olivaceum,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Gomphonema parvulum,Gomphonema,parvulum,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Gomphonema parvulum exilissimum,Gomphonema,parvulum exilissimum,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Gomphonema pumilum,Gomphonema,pumilum,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Gomphonema,Gomphonema,,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Gomphonema truncatum,Gomphonema,truncatum,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Gomphosphaeria compacta,Gomphosphaeria,compacta,0,large,1,0,0,0,0,Cyanophyceae,Chroococcales,5c-OtherChroo
Gomphosphaeria lacustris,Gomphosphaeria,lacustris,0,large,1,0,0,0,0,Cyanophyceae,Chroococcales,5c-OtherChroo
Gomphosphaeria pusilla,Gomphosphaeria,pusilla,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Gomphosphaeria rosea,Gomphosphaeria,rosea,0,large,1,0,0,0,0,Cyanophyceae,Chroococcales,5c-OtherChroo
Gomphosphaeria,Gomphosphaeria,,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Gonatozygon brebissonnii,Gonatozygon,brebissonnii,0,large,0,0,0,0,0,Zygnematophyceae,Zygnematales,8a-LargeCoCh
Gonatozygon monotaenium,Gonatozygon,monotaenium,0,large,0,0,0,0,0,Zygnematophyceae,Zygnematales,8a-LargeCoCh
Goniochloris smithii,Goniochloris,smithii,0,small,0,0,0,1,0,Xanthophyceae,Mischococcales,9d-SmallUnic
Goniochloris fallax,Goniochloris,fallax,0,small,0,0,0,1,0,Xanthophyceae,Mischococcales,9d-SmallUnic
Goniochloris mutica,Goniochloris,mutica,0,small,0,0,0,1,0,Xanthophyceae,Mischococcales,9d-SmallUnic
Goniochloris pulchra,Goniochloris,pulchra,0,small,0,0,0,1,0,Xanthophyceae,Mischococcales,9d-SmallUnic
Goniochloris,Goniochloris,,0,small,0,0,0,1,0,Xanthophyceae,Mischococcales,9d-SmallUnic
Gonium pectorale,Gonium,pectorale,1,large,1,0,0,0,0,Chlorophyceae,Volvocales,3b-ColoPhyto
Gonyaulax apiculata,Gonyaulax,apiculata,1,large,0,0,0,1,0,Dinophyceae,Peridiniales,1b-LargeDino
Granulocystis helenae,Granulocystis,helenae,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Granulocystopsis coronata,Granulocystopsis,coronata,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Granulocystopsis pseudocoronata,Granulocystopsis,pseudocoronata,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Gymnodinium eurytopum,Gymnodinium,eurytopum,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium excavatum,Gymnodinium,excavatum,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium helveticum,Gymnodinium,helveticum,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium lantzschii,Gymnodinium,lantzschii,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium lantzschii major,Gymnodinium,lantzschii major,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium limitatum,Gymnodinium,limitatum,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium limitatum cyst,Gymnodinium,limitatum cyst,1,small,0,0,0,NA,NA,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium mitratum,Gymnodinium,mitratum,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium oligoplacatum,Gymnodinium,oligoplacatum,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium pallidum,Gymnodinium,pallidum,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium palustre,Gymnodinium,palustre,1,large,0,0,0,0,0,Dinophyceae,Gymnodiniales,1b-LargeDino
Gymnodinium purpureum,Gymnodinium,purpureum,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium simile,Gymnodinium,simile,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium,Gymnodinium,,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Gymnodinium umberrinum,Gymnodinium,umberrinum,1,large,0,0,0,1,0,Dinophyceae,Gymnodiniales,1b-LargeDino
Gyrosigma acuminatum,Gyrosigma,acuminatum,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Gyrosigma attenuatum,Gyrosigma,attenuatum,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Gyrosigma nodiferum,Gyrosigma,nodiferum,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Gyrosigma scalproides,Gyrosigma,scalproides,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Gyrosigma,Gyrosigma,,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Hantzschia amphioxys,Hantzschia,amphioxys,1,large,0,0,0,1,0,Bacillariophyceae,Bacillariales,6b2-LUniPenn
Heleochloris pallida,Heleochloris,pallida,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Heterothrix constricta,Heterothrix,constricta,0,large,0,1,0,NA,NA,Xanthophyceae,Tribonematales,8b-LargeUnic
Heterothrix,Heterothrix,,0,large,1,1,0,1,0,Xanthophyceae,Tribonematales,10c-FilaXant
Hyaloraphidium contortum,Hyaloraphidium,contortum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Hyalotheca dissiliens,Hyalotheca,dissiliens,0,small,1,1,0,0,0,Zygnematophyceae,Zygnematales,10b-FilaConj
Isthmochloron trispinatum,Isthmochloron,trispinatum,0,small,0,0,0,1,0,Xanthophyceae,Mischococcales,9d-SmallUnic
Jaaginema geminatum,Jaaginema,geminatum,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Katodinium fungiforme,Katodinium,fungiforme,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Katodinium hiemale,Katodinium,hiemale,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Katodinium simile,Katodinium,simile,1,small,0,0,0,1,0,Dinophyceae,Gymnodiniales,2b-SmallDino
Kephyrion cordata,Kephyrion,cordata,1,small,0,0,0,0,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Kephyrion littorale,Kephyrion,littorale,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Kephyrion moniliferum,Kephyrion,moniliferum,1,small,0,0,0,0,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Kephyrion petasatum,Kephyrion,petasatum,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Kephyrion rubri-claustri,Kephyrion,rubri-claustri,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Kephyrion skujae,Kephyrion,skujae,1,small,0,0,0,0,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Kephyrion,Kephyrion,,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Kephyrion spirale,Kephyrion,spirale,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Kirchneriella contorta,Kirchneriella,contorta,0,small,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Kirchneriella dianae,Kirchneriella,dianae,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Kirchneriella dichotomococcoides,Kirchneriella,dichotomococcoides,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Kirchneriella incurvata,Kirchneriella,incurvata,0,small,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Kirchneriella irregularis,Kirchneriella,irregularis,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Kirchneriella lunaris,Kirchneriella,lunaris,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Kirchneriella mayori,Kirchneriella,mayori,0,small,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Kirchneriella microscopica,Kirchneriella,microscopica,0,small,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Kirchneriella obesa,Kirchneriella,obesa,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Kirchneriella subcapitata,Kirchneriella,subcapitata,0,small,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Komvophoron skujae,Komvophoron,skujae,0,large,1,1,0,0,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Komvophoron constrictum,Komvophoron,constrictum,0,large,1,1,0,0,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Komvophoron minutum,Komvophoron,minutum,0,large,1,1,0,NA,NA,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Komvophoron schmidlei,Komvophoron,schmidlei,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Komvophoron,Komvophoron,,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Korshikoviella gracilipes,Korshikoviella,gracilipes,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Korshikoviella limnetica,Korshikoviella,limnetica,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Korshikoviella michailovskoensis,Korshikoviella,michailovskoensis,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Korshikoviella,Korshikoviella,,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Lagerheimia balatonica,Lagerheimia,balatonica,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Lagerheimia chodatii,Lagerheimia,chodatii,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Lagerheimia ciliata,Lagerheimia,ciliata,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Lagerheimia citriformis,Lagerheimia,citriformis,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Lagerheimia genevensis,Lagerheimia,genevensis,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Lagerheimia longiseta,Lagerheimia,longiseta,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Lagerheimia marsonii,Lagerheimia,marsonii,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Lagerheimia quadriseta,Lagerheimia,quadriseta,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Lagerheimia,Lagerheimia,,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Lagerheimia subsalsa,Lagerheimia,subsalsa,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Lagerheimia wratislaviensis,Lagerheimia,wratislaviensis,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Lemmermanniella parva,Lemmermanniella,parva,0,large,1,0,0,0,0,Cyanophyceae,Chroococcales,5c-OtherChroo
Lemmermanniella,Lemmermanniella,,0,large,1,0,0,0,0,Cyanophyceae,Chroococcales,5c-OtherChroo
Lepocinclis ovum,Lepocinclis,ovum,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Leptolyngbya lagerheimii,Leptolyngbya,lagerheimii,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Leptolyngbya,Leptolyngbya,,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Leptolyngbya valderiana,Leptolyngbya,valderiana,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Limnothrix guttulata,Limnothrix,guttulata,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Limnothrix obliqueacuminata,Limnothrix,obliqueacuminata,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Limnothrix planctonica,Limnothrix,planctonica,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Limnothrix redeckei,Limnothrix,redeckei,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Limnothrix,Limnothrix,,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Limnotrix planctonica,Limnotrix,planctonica,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Lobocystis,Lobocystis,,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Luticola cohnii,Luticola,cohnii,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Luticola mutica,Luticola,mutica,1,small,0,0,0,1,0,Bacillariophyceae,Naviculales,7b-SmallPenn
Lyngbya,Lyngbya,,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Lyngbya truncicola,Lyngbya,truncicola,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Mallomonas acaroides,Mallomonas,acaroides,1,small,0,0,0,1,0,Synurophyceae,Synurales,2a-SmallChry1
Mallomonas acrokomos,Mallomonas,acrokomos,1,large,0,0,0,1,0,Synurophyceae,Synurales,1a-LargeChry
Mallomonas caudata,Mallomonas,caudata,1,small,0,0,0,1,0,Synurophyceae,Synurales,2a-SmallChry1
Mallomonas genevensis,Mallomonas,genevensis,1,small,0,0,0,0,0,Synurophyceae,Synurales,2a-SmallChry1
Mallomonas minima,Mallomonas,minima,1,small,0,0,0,1,0,Synurophyceae,Synurales,2a-SmallChry1
Mallomonas minuta,Mallomonas,minuta,1,small,0,0,0,1,0,Synurophyceae,Synurales,2a-SmallChry1
Mallomonas elongata,Mallomonas,elongata,1,large,0,0,0,1,0,Synurophyceae,Synurales,1a-LargeChry
Mallomonas globasa,Mallomonas,globasa,1,small,0,0,0,1,0,Synurophyceae,Synurales,2a-SmallChry1
Mallomonas lefevriana,Mallomonas,lefevriana,1,small,0,0,0,1,0,Synurophyceae,Synurales,2a-SmallChry1
Mallomonas,Mallomonas,,1,small,0,0,0,1,0,Synurophyceae,Synurales,2a-SmallChry1
Melosira varians,Melosira,varians,0,small,1,1,1,1,0,Coscinodiscophyceae,Meloseirales,7a-SmallCent
Meridion circulare,Meridion,circulare,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Merismopedia hyalina,Merismopedia,hyalina,0,large,1,0,0,0,0,Cyanophyceae,Chroococcales,5c-OtherChroo
Merismopedia minima,Merismopedia,minima,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Merismopedia punctata,Merismopedia,punctata,0,small,1,0,0,1,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Merismopedia duplex,Merismopedia,duplex,0,small,1,0,0,1,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Merismopedia elegans,Merismopedia,elegans,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Merismopedia glauca,Merismopedia,glauca,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Merismopedia,Merismopedia,,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Merismopedia tenuissima,Merismopedia,tenuissima,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Micractinium crassisetum,Micractinium,crassisetum,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Micractinium pusillum,Micractinium,pusillum,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Micractinium pusillum single,Micractinium,pusillum single,0,small,1,0,0,NA,NA,Chlorophyceae,Chlorococcales,11a-NakeChlor
micro Chlorophyceae,micro,Chlorophyceae,0,small,0,0,0,NA,NA,Chlorophyceae,,9d-SmallUnic
Microcystis aeruginosa,Microcystis,aeruginosa,0,large,1,0,0,0,1,Cyanophyceae,Chroococcales,5b-LargeVacC
Microcystis flos-aquae,Microcystis,flos-aquae,0,large,1,0,0,0,1,Cyanophyceae,Chroococcales,5b-LargeVacC
Microcystis ichthyoblabe,Microcystis,ichthyoblabe,0,small,1,0,0,0,1,Cyanophyceae,Chroococcales,5d-SmallChroo
