Taxa.name,genus,species,Mobility.apparatus,size,Colonial,Filament,centric,Gelatinous,aerotopes,Class,Order,MFG.fromtraits
Trachelomonas abrupta,Trachelomonas,abrupta,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Trachelomonas crebea,Trachelomonas,crebea,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Trachelomonas elegans,Trachelomonas,elegans,1,small,0,0,0,0,0,Euglenophyceae,Euglenales,2c-SmallEugl
Trachelomonas globularis,Trachelomonas,globularis,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Trachelomonas hispida,Trachelomonas,hispida,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Trachelomonas,Trachelomonas,,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Trachelomonas volvocina,Trachelomonas,volvocina,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Trachelomonas volvocina subglobosa,Trachelomonas,volvocina subglobosa,1,small,0,0,0,1,0,Euglenophyceae,Euglenales,2c-SmallEugl
Treubaria euryacantha,Treubaria,euryacantha,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Treubaria planctonica,Treubaria,planctonica,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Treubaria quadrispina,Treubaria,quadrispina,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Treubaria schmidlei,Treubaria,schmidlei,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Treubaria setigera,Treubaria,setigera,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Treubaria triappendiculata,Treubaria,triappendiculata,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Treubaria varia,Treubaria,varia,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Tribonema ambiguum,Tribonema,ambiguum,0,large,1,1,0,1,0,Xanthophyceae,Tribonematales,10c-FilaXant
Tribonema microchloron cylindricum,Tribonema,microchloron cylindricum,0,large,1,1,0,1,0,Xanthophyceae,Tribonematales,10c-FilaXant
Tribonema minus,Tribonema,minus,0,large,1,1,0,1,0,Xanthophyceae,Tribonematales,10c-FilaXant
Tribonema,Tribonema,,0,large,1,1,0,1,0,Xanthophyceae,Tribonematales,10c-FilaXant
Trochiscia aciculifera,Trochiscia,aciculifera,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Trochiscia granulata,Trochiscia,granulata,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Trochiscia planctonica,Trochiscia,planctonica,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Trochiscia,Trochiscia,,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Tychonema,Tychonema,,0,large,1,1,0,1,0,Cyanophyceae,Oscillatoriales,5a-FilaCyano
Ulnaria acus,Ulnaria,acus,0,small,0,0,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Ulnaria delicatissima angustissima,Ulnaria,delicatissima angustissima,0,large,0,0,0,1,0,Fragilariophyceae,Fragilariales,6b2-LUniPenn
Ulnaria ulna,Ulnaria,ulna,0,large,1,0,0,1,0,Fragilariophyceae,Fragilariales,6b1-LColPenn
Ulothricophyceae,Ulothricophyceae,,0,small,1,1,0,NA,NA,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Ulothrix barrel cell,Ulothrix,barrel cell,0,large,1,1,0,NA,NA,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Ulothrix amphigranulata,Ulothrix,amphigranulata,0,large,1,1,0,1,0,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Ulothrix limnetica,Ulothrix,limnetica,0,large,1,1,0,1,0,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Ulothrix long cell,Ulothrix,long cell,0,large,1,1,0,NA,NA,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Ulothrix short cell,Ulothrix,short cell,0,large,1,1,0,NA,NA,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Ulothrix,Ulothrix,,0,large,1,1,0,1,0,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Ulothrix subtilissima,Ulothrix,subtilissima,0,large,1,1,0,1,0,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Ulothrix tenuissima,Ulothrix,tenuissima,0,small,1,1,0,1,0,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Ulothrix variabilis,Ulothrix,variabilis,0,large,1,1,0,1,0,Ulvophyceae,Ulotrichales,10a-FilaChlorp
Uroglena americana,Uroglena,americana,1,large,1,0,0,0,0,Chrysophyceae,Chromulinales,1a-LargeChry
Uroglena soniaca,Uroglena,soniaca,1,large,1,0,0,0,0,Chrysophyceae,Chromulinales,1a-LargeChry
Uroglena,Uroglena,,1,large,1,0,0,0,0,Chrysophyceae,Chromulinales,1a-LargeChry
Volvocale flagella,Volvocale,flagella,1,small,1,0,0,NA,NA,Chlorophyceae,Volvocales,3b-ColoPhyto
Volvox globator single,Volvox,globator single,1,small,1,0,0,NA,NA,Chlorophyceae,Volvocales,3b-ColoPhyto
Westella botryoides,Westella,botryoides,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Willea irregularis,Willea,irregularis,0,small,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Willea vilhelmii,Willea,vilhelmii,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Woloszynskia coronata,Woloszynskia,coronata,1,small,0,0,0,1,0,Dinophyceae,Lophodiniales,2b-SmallDino
Woloszynskia pseudopalustris,Woloszynskia,pseudopalustris,1,large,0,0,0,1,0,Dinophyceae,Lophodiniales,1b-LargeDino
Woronichinia fusca,Woronichinia,fusca,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Woronichinia naegeliana,Woronichinia,naegeliana,0,small,1,0,0,NA,NA,Cyanophyceae,Chroococcales,5d-SmallChroo
Woronichinia naegeliana cellulaire,Woronichinia,naegeliana cellulaire,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Woronichinia ruzickae,Woronichinia,ruzickae,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Woronichinia,Woronichinia,,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Xanthidium alpinum,Xanthidium,alpinum,0,small,1,1,0,0,0,Zygnematophyceae,Zygnematales,10b-FilaConj
Xanthidium antilopaeum,Xanthidium,antilopaeum,0,large,0,0,0,0,0,Zygnematophyceae,Zygnematales,8a-LargeCoCh
Zygnema,Zygnema,,0,large,1,1,0,1,0,Zygnematophyceae,Zygnematales,10b-FilaConj
