MFG.num,original_phyto_name,phyto_name,Algaebase_Current_22Sep2017,Match.,genus,species,MFG,CSR,flagella,autotroph,size,colonial,centric,gelatinous,aerotopes,filamentous
5b,Microcystis aeruginosa (K?ZING) K?ZING 1846,Microcystis aeruginosa,Microcystis aeruginosa,TRUE,Microcystis,aeruginosa,5b-LargeVacC,S,0,1,Large,1,NA,NA,1,NA
5b,Microcystis viridis (A BRAUN) LEMMERMANN,Microcystis viridis,Microcystis viridis,TRUE,Microcystis,viridis,5b-LargeVacC,S,0,1,Large,1,NA,NA,1,NA
5c,Aphanocapsa incerta (Lemmermann) G. Cronberg et Komarek 1994,Aphanocapsa incerta,Aphanocapsa incerta,TRUE,Aphanocapsa,incerta,5c-OtherChroo,S,0,1,Large,1,NA,NA,0,NA
5c,Snowella lacustris (CHODAT) KOM?REK & HIND?K 1988,Snowella lacustris,Snowella lacustris,TRUE,Snowella,lacustris,5c-OtherChroo,S,0,1,Large,1,NA,NA,0,NA
5c,Gomphosphaeria naegeliana (UNGER) LEMMERMANN,Gomphosphaeria naegeliana,Woronichinia naegeliana,FALSE,Woronichinia,naegeliana,5c-OtherChroo,S,0,1,Large,1,NA,NA,0,NA
5c,Aphanothece saxicola N?ELI,Aphanothece saxicola,Aphanothece saxicola,TRUE,Aphanothece,saxicola,5c-OtherChroo,S,0,1,Large,1,NA,NA,0,NA
5c,Aphanothece N?ELI sp. (long cells),Aphanothece (long cells),Aphanothece (long cells),TRUE,Aphanothece,(long,5c-OtherChroo,S,0,1,Large,1,NA,NA,0,NA
5c,Coelosphaerium kutzingianum K?ZING 1849,Coelosphaerium kutzingianum,Coelosphaerium kuetzingianum,FALSE,Coelosphaerium,kuetzingianum,5c-OtherChroo,S,0,1,Large,1,NA,NA,0,NA
5c,Aphanocapsa N?ELI 1849 sp.,Aphanocapsa,Aphanocapsa,TRUE,Aphanocapsa,,5c-OtherChroo,S,0,1,Large,1,NA,NA,0,NA
5c,Microcystis elachista (W & G S WEST) STARMACH,Microcystis elachista,Aphanocapsa elachista,FALSE,Aphanocapsa,elachista,5c-OtherChroo,S,0,1,Large,1,NA,NA,0,NA
5c,Radiocystis sp. Skuja,Radiocystis,Radiocystis,TRUE,Radiocystis,,5c-OtherChroo,S,0,1,Large,1,NA,NA,0,NA
5c,Woronichinia naegeliana (UNGER) ELENKIN 1933,Woronichinia naegeliana,Woronichinia naegeliana,TRUE,Woronichinia,naegeliana,5c-OtherChroo,S,0,1,Large,1,NA,NA,0,NA
5c,Gloeocapsa K?ZING,Gloeocapsa,Gloeocapsa,TRUE,Gloeocapsa,,5c-OtherChroo,S,0,1,Large,1,NA,NA,0,NA
5c,Aphanothece N?ELI 1849 sp.,Aphanothece,Aphanothece,TRUE,Aphanothece,,5c-OtherChroo,S,0,1,Large,1,NA,NA,0,NA
5d,Merismopedia punctata,Merismopedia punctata,Merismopedia punctata,TRUE,Merismopedia,punctata,5d-SmallChroo,CR,0,1,Small,1,NA,NA,NA,NA
5d,Merismopedia spp. MEYEN,Merismopedia,Merismopedia,TRUE,Merismopedia,,5d-SmallChroo,CR,0,1,Small,1,NA,NA,NA,NA
5d,Chroococcus N?ELI sp.,Chroococcus,Chroococcus,TRUE,Chroococcus,,5d-SmallChroo,CR,0,1,Small,1,NA,NA,NA,NA
5e,Anabaena spiroides KLEBAHN 1895,Anabaena spiroides,Dolichospermum spiroides,FALSE,Dolichospermum,spiroides,5e-Nostocales,S,0,1,Small,1,NA,NA,NA,NA
5e,Anabaena circinalis RABENHORST EX BORNET & FLAHAULT 1888 SENSU KOM?REK & ETTL 1958,Anabaena circinalis,Dolichospermum sigmoideum,FALSE,Dolichospermum,sigmoideum,5e-Nostocales,S,0,1,Small,1,NA,NA,NA,NA
5e,Anabaena  circinalis &/or flos-aquae,Anabaena  circinalis &/or flos-aquae,Dolichospermum,FALSE,Dolichospermum,,5e-Nostocales,S,0,1,Small,1,NA,NA,NA,NA
5e,Anabaena solitaria KLEBAHN 1895,Anabaena solitaria,Dolichospermum solitarium,FALSE,Dolichospermum,solitarium,5e-Nostocales,S,0,1,Small,1,NA,NA,NA,NA
5e,Anabaena lemmermannii RICHTER,Anabaena lemmermannii,Dolichospermum lemmermannii,FALSE,Dolichospermum,lemmermannii,5e-Nostocales,S,0,1,Small,1,NA,NA,NA,NA
5e,Aphanizomenon flos-aquae (LINNAEUS) RALFS,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,TRUE,Aphanizomenon,flos-aquae,5e-Nostocales,S,0,1,Small,1,NA,NA,NA,NA
5e,Anabaena RABENHORST EX BORNET & FLAHAULT 1888 SENSU KOM?REK & ETTL 1958 sp.,Anabaena,Dolichospermum,FALSE,Dolichospermum,,5e-Nostocales,S,0,1,Small,1,NA,NA,NA,NA
5e,Anabaena flos-aquae BR?ISSON EX BORNET & FLAHAULT 1888 SENSU KOM?REK & ETTL 1958,Anabaena flos-aquae,Dolichospermum flos-aquae,FALSE,Dolichospermum,flos-aquae,5e-Nostocales,S,0,1,Small,1,NA,NA,NA,NA
6a1,Aulacoseira granulata var angustissima,Aulacoseira granulata var angustissima,Aulacoseira granulata var. angustissima,FALSE,Aulacoseira,granulata angustissima,6a1-LColCent,CR,0,1,Large,1,1,NA,NA,NA
6a1,Aulacoseira islandica,Aulacoseira islandica,Aulacoseira islandica,TRUE,Aulacoseira,islandica,6a1-LColCent,CR,0,1,Large,1,1,NA,NA,NA
6a1,Melosira islandica,Melosira islandica,Aulacoseira islandica,FALSE,Aulacoseira,islandica,6a1-LColCent,CR,0,1,Large,1,1,NA,NA,NA
6a1,Melosira granulata (EHRENBERG) RALFS,Melosira granulata,Aulacoseira granulata,FALSE,Aulacoseira,granulata,6a1-LColCent,CR,0,1,Large,1,1,NA,NA,NA
6a1,Aulacoseira ambigua,Aulacoseira ambigua,Aulacoseira ambigua,TRUE,Aulacoseira,ambigua,6a1-LColCent,CR,0,1,Large,1,1,NA,NA,NA
6a1,Aulacoseira subarctica (O M?LER) E Y HAWORTH 1988,Aulacoseira subarctica,Aulacoseira subarctica,TRUE,Aulacoseira,subarctica,6a1-LColCent,CR,0,1,Large,1,1,NA,NA,NA
6a1,Melosira varians AGARDH 1827,Melosira varians,Melosira varians,TRUE,Melosira,varians,6a1-LColCent,CR,0,1,Large,1,1,NA,NA,NA
6a2,Stephanodiscus EHRENBERG 1845 sp.( <16?m),Stephanodiscus ( < 16 um),Stephanodiscus (< 16 um),FALSE,Stephanodiscus,(<,6a2-LUniCent,CR,0,1,Large,0,1,NA,NA,NA
6a2,Stephanodiscus parva STOERMER & HAKANSSON,Stephanodiscus parva,Stephanodiscus parvus,FALSE,Stephanodiscus,parvus,6a2-LUniCent,CR,0,1,Large,0,1,NA,NA,NA
6a2,Stephanodiscus EHRENBERG 1845 sp.,Stephanodiscus,Stephanodiscus,TRUE,Stephanodiscus,,6a2-LUniCent,CR,0,1,Large,0,1,NA,NA,NA
6a2,Rhizosolenia sp.,Rhizosolenia,Rhizosolenia,TRUE,Rhizosolenia,,6a2-LUniCent,CR,0,1,Large,0,1,NA,NA,NA
6a2,Stephanodiscus EHRENBERG 1845 sp.(medium),Stephanodiscus (medium),Stephanodiscus (medium),TRUE,Stephanodiscus,(medium),6a2-LUniCent,CR,0,1,Large,0,1,NA,NA,NA
6a2,Urosolenia eriensis (H.L.SMITH) ROUND & CRAWFORD in ROUND ET AL 1990,Urosolenia eriensis,Urosolenia eriensis,TRUE,Urosolenia,eriensis,6a2-LUniCent,CR,0,1,Large,0,1,NA,NA,NA
6a2,Urosolenia ROUND & CRAWFORD,Urosolenia,Urosolenia,TRUE,Urosolenia,,6a2-LUniCent,CR,0,1,Large,0,1,NA,NA,NA
6a2,Stephanodiscus EHRENBERG 1845 sp.( <6?m),Stephanodiscus (< 6 um),Stephanodiscus (< 6 um),TRUE,Stephanodiscus,(<,6a2-LUniCent,CR,0,1,Large,0,1,NA,NA,NA
6b1,Tabellaria flocculosa var. asterionelloides (GRUNOW) KNUDSON 1952,Tabellaria flocculosa var. asterionelloides,Tabellaria flocculosa var. asterionelloides,TRUE,Tabellaria,flocculosa asterionelloides,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b1,Tabellaria sp.,Tabellaria,Tabellaria,TRUE,Tabellaria,,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b1,Tabellaria fenestrata (LYNGBYE) K?ZING,Tabellaria fenestrata,Tabellaria fenestrata,TRUE,Tabellaria,fenestrata,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b1,Tabellaria flocculosa (ROTH) K?ZING 1844 var. flocculosa,Tabellaria flocculosa var. flocculosa,Tabellaria flocculosa,FALSE,Tabellaria,flocculosa,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b1,Fragilaria LYNGBYE 1819 sp.,Fragilaria,Fragilaria,TRUE,Fragilaria,,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b1,Fragilaria crotonensis var. prolongata - GRUNOW ex VAN HEURCK,Fragilaria crotonensis var. prolongata,Fragilaria crotonensis,FALSE,Fragilaria,crotonensis,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b1,Fragilaria capucina DESMAZIERES 1825,Fragilaria capucina,Fragilaria capucina,TRUE,Fragilaria,capucina,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b1,Fragilaria crotonensis KITTON 1869 (var. crotonensis and var. prolongata until 1993 when var. prol coded ? FRAT),Fragilaria crotonensis,Fragilaria crotonensis,TRUE,Fragilaria,crotonensis,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b1,Asterionella formosa HASSALL 1855,Asterionella formosa,Asterionella formosa,TRUE,Asterionella,formosa,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b1,Synedra minuscula GUNROW,Synedra minuscula,Fragilaria famelica,FALSE,Fragilaria,famelica,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b1,Tabellaria flocculosa (ROTH) K?ZING 1844 var. other than asterionelloides or flocculosa (mainly zig zag formation),Tabellaria flocculosa,Tabellaria flocculosa,TRUE,Tabellaria,flocculosa,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b1,Synedra acus K?ZING 1844,Synedra acus,Fragilaria acus,FALSE,Fragilaria,acus,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b1,Meridion spp. AGARDH,Meridion,Meridion,TRUE,Meridion,,6b1-LColPenn,CR,0,1,Large,1,0,NA,NA,NA
6b2,Synedra EHRENBERG 1830 sp. (medium),Synedra (medium),Synedra (medium),TRUE,Synedra,(medium),6b2-LUniPenn,CR,0,1,Large,0,0,NA,NA,NA
6b2,Synedra EHRENBERG 1830 sp. (long),Synedra (long),Synedra (long),TRUE,Synedra,(long),6b2-LUniPenn,CR,0,1,Large,0,0,NA,NA,NA
6b2,Synedra ulna (NITZSCH) EHRENBERG 1836,Synedra ulna,Ulnaria ulna,FALSE,Ulnaria,ulna,6b2-LUniPenn,CR,0,1,Large,0,0,NA,NA,NA
6b2,Synedra EHRENBERG 1830 sp. (large),Synedra (large),Synedra (large),TRUE,Synedra,(large),6b2-LUniPenn,CR,0,1,Large,0,0,NA,NA,NA
6b2,Synedra EHRENBERG 1830 sp.,Synedra,Synedra,TRUE,Synedra,,6b2-LUniPenn,CR,0,1,Large,0,0,NA,NA,NA
6b2,Amphora EHRENBERG spp.,Amphora,Amphora,TRUE,Amphora,,6b2-LUniPenn,CR,0,1,Large,0,0,NA,NA,NA
7a,Cyclotella pseudostelligera HUSTEDT 1939,Cyclotella pseudostelligera,Cyclotella pseudostelligera,TRUE,Cyclotella,pseudostelligera,7a-SmallCent,C,0,1,Small,NA,1,NA,NA,NA
7a,Cyclotella K?ZING EX BR?ISSON 1838 sp. (big),Cyclotella (big),Cyclotella (big),TRUE,Cyclotella,(big),7a-SmallCent,C,0,1,Small,NA,1,NA,NA,NA
7a,Cyclotella K?ZING EX BR?ISSON 1838 sp.,Cyclotella,Cyclotella,TRUE,Cyclotella,,7a-SmallCent,C,0,1,Small,NA,1,NA,NA,NA
7a,Cyclotella meneghiniana K?ZING 1844,Cyclotella meneghiniana,Cyclotella meneghiniana,TRUE,Cyclotella,meneghiniana,7a-SmallCent,C,0,1,Small,NA,1,NA,NA,NA
7a,Cyclotella K?ZING EX BR?ISSON 1838 sp. (small),Cyclotella (small),Cyclotella (small),TRUE,Cyclotella,(small),7a-SmallCent,C,0,1,Small,NA,1,NA,NA,NA
7a,Cyclotella K?ZING EX BR?ISSON 1838 sp. (medium),Cyclotella (medium),Cyclotella (medium),TRUE,Cyclotella,(medium),7a-SmallCent,C,0,1,Small,NA,1,NA,NA,NA
7b,Achnanthes BORY 1822 sp.,Achnanthes,Achnanthes,TRUE,Achnanthes,,7b-SmallPenn,CR,0,1,Small,NA,0,NA,NA,NA
7b,Achnanthes minutissima Kutzing,Achnanthes minutissima,Achnanthes minutissima,TRUE,Achnanthes,minutissima,7b-SmallPenn,CR,0,1,Small,NA,0,NA,NA,NA
7b,Navicula BORY 1822 sp.,Navicula,Navicula,TRUE,Navicula,,7b-SmallPenn,CR,0,1,Small,NA,0,NA,NA,NA
7b,Nitzschia /Synedra (uncertain which),Nitzschia /Synedra (uncertain which),Nitzschia or Synedra,FALSE,Nitzschia,or,7b-SmallPenn,CR,0,1,Small,NA,0,NA,NA,NA
7b,Nitzschia HASSALL 1845 sp.,Nitzschia,Nitzschia,TRUE,Nitzschia,,7b-SmallPenn,CR,0,1,Small,NA,0,NA,NA,NA
7b,Cymbella C. AGARDH 1830 sp.,Cymbella,Cymbella,TRUE,Cymbella,,7b-SmallPenn,CR,0,1,Small,NA,0,NA,NA,NA
7b,Diatoma DE CANDOLLE 1805 sp.,Diatoma,Diatoma,TRUE,Diatoma,,7b-SmallPenn,CR,0,1,Small,NA,0,NA,NA,NA
8a,Staurastrum hirsutum,Staurastrum hirsutum,Staurastrum hirsutum,TRUE,Staurastrum,hirsutum,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Closterium limneticum LEMMERMANN 1899,Closterium limneticum,Closterium limneticum,TRUE,Closterium,limneticum,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Closterium ralfsii BREBISSON,Closterium ralfsii,Closterium ralfsii,TRUE,Closterium,ralfsii,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Monoraphidium griffithii (BERKELEY) KOM?RKOV?-LEGNEROV? 1969,Monoraphidium griffithii,Monoraphidium griffithii,TRUE,Monoraphidium,griffithii,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Closterium NITZSCH spp.,Closterium,Closterium,TRUE,Closterium,,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurodesmus subulatus (K?ZING) CROASDALE,Staurodesmus subulatus,Staurodesmus subulatus,TRUE,Staurodesmus,subulatus,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurastrum anatinum COOKE & WILLS IN COOKE 1881,Staurastrum anatinum,Staurastrum anatinum,TRUE,Staurastrum,anatinum,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Closterium gracile BREBISSON,Closterium gracile,Closterium gracile,TRUE,Closterium,gracile,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Closterium aciculare T.WEST,Closterium aciculare,Closterium aciculare,TRUE,Closterium,aciculare,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurodesmus dejectus (Brebisson) Teiling,Staurodesmus dejectus,Staurodesmus dejectus,TRUE,Staurodesmus,dejectus,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurodesmus jaculiferum,Staurodesmus jaculiferum,Staurodesmus incus var. jaculiferus,FALSE,Staurodesmus,incus jaculiferus,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Closterium acutum (LYNGBYE) BREBISSON,Closterium acutum,Closterium acutum,TRUE,Closterium,acutum,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Monoraphidium KOMARKOVA-LEGENEROVA sp.,Monoraphidium,Monoraphidium,TRUE,Monoraphidium,,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Monoraphidium irregulare (G M SMITH) KOMARKOVA-LEGENEROVA,Monoraphidium irregulare,Monoraphidium irregulare,TRUE,Monoraphidium,irregulare,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Closterium NITZSCH sp. (large),Closterium (large),Closterium (large),TRUE,Closterium,(large),8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurastrum MEYEN EX RALFS 1848 spp,Staurastrum,Staurastrum,TRUE,Staurastrum,,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Monoraphidium pusillum (PRINTZ) KOMARKOVA-LEGENEROVA,Monoraphidium pusillum,Monoraphidium pusillum,TRUE,Monoraphidium,pusillum,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurastrum cingulum (W & G.S.WEST)  G.M.SMITH 1922,Staurastrum cingulum,Staurastrum cingulum,TRUE,Staurastrum,cingulum,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Xanthidium subhastiferum W WEST 1892,Xanthidium subhastiferum,Xanthidium subhastiferum,TRUE,Xanthidium,subhastiferum,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurastrum johnsonii West et G.S. West 1896,Staurastrum johnsonii,Staurastrum johnsonii,TRUE,Staurastrum,johnsonii,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurastrum lunatum RALFS 1848,Staurastrum lunatum,Staurastrum avicula var. lunatum,FALSE,Staurastrum,avicula lunatum,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Monoraphidium contortum (THURET) KOM?RKOV?-LEGNEROV? 1969,Monoraphidium contortum,Monoraphidium contortum,TRUE,Monoraphidium,contortum,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Cosmarium phaseolus Brebisson,Cosmarium phaseolus,Cosmarium phaseolus,TRUE,Cosmarium,phaseolus,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Xanthidium antilopaeum (BR?ISSON) K?ZING 1849,Xanthidium antilopaeum,Xanthidium antilopaeum,TRUE,Xanthidium,antilopaeum,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurodesmus leptodermus (Lundell)Teiling,Staurodesmus leptodermus,Staurodesmus leptodermus,TRUE,Staurodesmus,leptodermus,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Xanthidium EHRENBERG sp.,Xanthidium,Xanthidium,TRUE,Xanthidium,,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurodesmus triangularis (LAGERHEIM) TEILING,Staurodesmus triangularis,Staurodesmus triangularis,TRUE,Staurodesmus,triangularis,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurodesmus TEILING sp.,Staurodesmus,Staurodesmus,TRUE,Staurodesmus,,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurodesmus aversus (P Lundell) S Lillieroth 1950,Staurodesmus aversus,Staurastrum aversum,FALSE,Staurastrum,aversum,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurastrum chaetoceras (W & GS WEST) GM SMITH 1924,Staurastrum chaetoceras,Staurastrum chaetoceras,TRUE,Staurastrum,chaetoceras,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
8a,Staurodesmus megacanthus (LUNDELL) THUNMARK 1948,Staurodesmus megacanthus,Staurodesmus megacanthus,TRUE,Staurodesmus,megacanthus,8a-LargeCoCh,S,0,1,Large,0,NA,NA,NA,NA
9a,Cosmarium CORDA EX RALFS 1848 sp.,Cosmarium,Cosmarium,TRUE,Cosmarium,,9a-SmallConj,C,0,1,Small,0,NA,NA,NA,NA
9a,Cosmarium abbreviatum RACIBORSKI 1885,Cosmarium abbreviatum,Cosmarium abbreviatum,TRUE,Cosmarium,abbreviatum,9a-SmallConj,C,0,1,Small,0,NA,NA,NA,NA
9a,Cosmarium depressum (N?ELI) LUNDELL 1871,Cosmarium depressum,Cosmarium baileyi,FALSE,Cosmarium,baileyi,9a-SmallConj,C,0,1,Small,0,NA,NA,NA,NA
9a,Cosmarium LARGE,Cosmarium large,Cosmarium (large),FALSE,Cosmarium,(large),9a-SmallConj,C,0,1,Small,0,NA,NA,NA,NA
9a,Cosmarium turpinii BREBISSON,Cosmarium turpinii,Cosmarium turpinii,TRUE,Cosmarium,turpinii,9a-SmallConj,C,0,1,Small,0,NA,NA,NA,NA
9a,Cosmarium bioculatum BR?ISSON IN RALFS 1848,Cosmarium bioculatum,Cosmarium bioculatum,TRUE,Cosmarium,bioculatum,9a-SmallConj,C,0,1,Small,0,NA,NA,NA,NA
9a,Euastrum EHRENBERG EX RALFS 1848 sp.,Euastrum,Euastrum,TRUE,Euastrum,,9a-SmallConj,C,0,1,Small,0,NA,NA,NA,NA
9a,Cosmarium contractum KIRCHNER 1878,Cosmarium contractum,Cosmarium contractum,TRUE,Cosmarium,contractum,9a-SmallConj,C,0,1,Small,0,NA,NA,NA,NA
9a,Cosmarium CORDA EX RALFS 1848 sp. (small),Cosmarium (small),Cosmarium (small),TRUE,Cosmarium,(small),9a-SmallConj,C,0,1,Small,0,NA,NA,NA,NA
9b,Monoraphidium minimum,Monoraphidium minimum,Monoraphidium minutum,FALSE,Monoraphidium,minutum,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Monoraphidium dybowskii (WOLASYNSKA) HINDAK & KOMARKOVA - LEGENEROVA,Monoraphidium dybowskii,Monoraphidium dybowskii,TRUE,Monoraphidium,dybowskii,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Ankyra spp. FOTT,Ankyra,Ankyra,TRUE,Ankyra,,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Ankyra judayi (G.M.SMITH) FOTT 1957,Ankyra judayi,Ankyra judayi,TRUE,Ankyra,judayi,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Koliella HIND?K sp.,Koliella,Koliella,TRUE,Koliella,,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Lagerheimia genevensis,Lagerheimia genevensis,Lagerheimia genevensis,TRUE,Lagerheimia,genevensis,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Coccomyxa SCHMIDLE spp.,Coccomyxa,Coccomyxa,TRUE,Coccomyxa,,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Chlorella BEIJERINCK 1890 sp. (<2 ?m),Chlorella (< 2 um),Chlorella (< 2 um),TRUE,Chlorella,(<,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Lagerheimia chodatii,Lagerheimia chodatii,Lagerheimia chodatii,TRUE,Lagerheimia,chodatii,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Characium spp. - A.BRAUN,Characium,Characium,TRUE,Characium,,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Chlorella BEIJERINCK 1890 sp. (large),Chlorella (large),Chlorella (large),TRUE,Chlorella,(large),9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Ankistrodesmus falcatus (CORDA) RALFS 1848,Ankistrodesmus falcatus,Ankistrodesmus falcatus,TRUE,Ankistrodesmus,falcatus,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Monoraphidium nanum (ETTL) HINDAK,Monoraphidium nanum,Monoraphidium nanum,TRUE,Monoraphidium,nanum,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Golenkinia paucipina,Golenkinia paucipina,Golenkinia paucispina,FALSE,Golenkinia,paucispina,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Golenkinia radiata,Golenkinia radiata,Golenkinia radiata,TRUE,Golenkinia,radiata,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Monoraphidium minutum (N?ELI) KOMARKOVA-LEGENEROVA,Monoraphidium minutum,Monoraphidium minutum,TRUE,Monoraphidium,minutum,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Lagerheimia CHODAT sp.,Lagerheimia,Lagerheimia,TRUE,Lagerheimia,,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Treubaria triappendiculata,Treubaria triappendiculata,Treubaria triappendiculata,TRUE,Treubaria,triappendiculata,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Franceia ovalia,Franceia ovalia,Franceia,FALSE,Franceia,,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Tetraedron minimum (A.BRAUN) HANSGIRG,Tetraedron minimum,Tetraedron minimum,TRUE,Tetraedron,minimum,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Chlorella BEIJERINCK 1890 sp.,Chlorella,Chlorella,TRUE,Chlorella,,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Monoraphidium arcuatum (KORSHIKOV) HIND?K 1970,Monoraphidium arcuatum,Ankistrodesmus arcuatus,FALSE,Ankistrodesmus,arcuatus,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Golenkinia CHODAT sp.,Golenkinia,Golenkinia,TRUE,Golenkinia,,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Koliella spiculiformis (VISCHER) HINDAK,Koliella spiculiformis,Koliella spiculiformis,TRUE,Koliella,spiculiformis,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Chlorella rod (SIHE),Chlorella rod,Chlorella rod,TRUE,Chlorella,rod,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
9b,Koliella longiseta HIND?K 1963,Koliella longiseta,Koliella longiseta,TRUE,Koliella,longiseta,9b-SmallChlor,C,0,1,Small,0,NA,NA,NA,NA
NA,Ankyra lanceolata (KORSHIKOV) FOTT,Ankyra lanceolata,Lanceola spatulifera,FALSE,Lanceola,spatulifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Asterococcus spp. SCHERFFEL,Asterococcus,Asterococcus,TRUE,Asterococcus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Cladomonas,Cladomonas,XXXX,FALSE,XXXX,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Scenedesmus dimorphus (TURPIN) K?ZING,Scenedesmus dimorphus,Tetradesmus dimorphus,FALSE,Tetradesmus,dimorphus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Centric Diatom (10 um),Centric Diatom (10 um),Centric Diatom (10 um),TRUE,Centric,Diatom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Nephroselmis sp.,Nephroselmis,Nephroselmis,TRUE,Nephroselmis,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Cyclotella comensis GRUNOW IN VAN HEURCK 1882,Cyclotella comensis,Pantocsekiella comensis,FALSE,Pantocsekiella,comensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Cyathomonas,Cyathomonas,Cyathomonas,TRUE,Cyathomonas,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
